geometry,OBJECTID,Shape,NAME,MAPCODE12,Map code subtype,Bioregion,Biome,Changed in version,Change reference,Conservation target,Biome code,Group code,Group name,Bioregional code,Legend,Veg Type SQKM 2012,Document Link,Subtype name,Book Sort,Polygon SQKM,SHAPE_LENG
Geocortex.Gis.Geometries.Polygon,772,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0653,929.86908011053
Geocortex.Gis.Geometries.Polygon,773,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.2086,2370.40479592561
Geocortex.Gis.Geometries.Polygon,774,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,0.5824,4509.02903479115
Geocortex.Gis.Geometries.Polygon,775,,North Langeberg Sandstone Fynbos,FFs15, ,Southern Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F03,FFs 15  North Langeberg Sandstone Fynbos,1028.6913,Descriptions\FFs15_2006.docx, ,01 01 015,2.72,6757.43686988168
Geocortex.Gis.Geometries.Polygon,776,,Peninsula Sandstone Fynbos,FFs9, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 9  Peninsula Sandstone Fynbos,219.3397,Descriptions\FFs_9_2006.docx, ,01 01 009,2.2509,10070.5981642888
Geocortex.Gis.Geometries.Polygon,777,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,2.1643,7059.68493925385
Geocortex.Gis.Geometries.Polygon,778,,Elgin Shale Fynbos,FFh6, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFh,Shale Fynbos,F02,FFh 6  Elgin Shale Fynbos,279.4844,Descriptions\FFh_6_2006.docx, ,01 04 006,0.1242,1639.00455533294
Geocortex.Gis.Geometries.Polygon,779,,North Langeberg Sandstone Fynbos,FFs15, ,Southern Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F03,FFs 15  North Langeberg Sandstone Fynbos,1028.6913,Descriptions\FFs15_2006.docx, ,01 01 015,1.8638,5610.80444267719
Geocortex.Gis.Geometries.Polygon,780,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0554,869.27204899417
Geocortex.Gis.Geometries.Polygon,781,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,1.9396,5374.30598893171
Geocortex.Gis.Geometries.Polygon,782,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM12,City of Cape Town (2011),20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.1855,5348.07912186201
Geocortex.Gis.Geometries.Polygon,783,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1251,1558.20719151199
Geocortex.Gis.Geometries.Polygon,784,,Groot Brak Dune Strandveld,FS9, ,South Strandveld Bioregion,Fynbos,VM06,VegMap 2006,36,F,FS,Western Strandveld,F12,FS 9  Groot Brak Dune Strandveld,202.8738,Descriptions\FS_9_2006.docx, ,01 19 009,2.6079,24114.7323811988
Geocortex.Gis.Geometries.Polygon,785,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.3245,2250.88811408615
Geocortex.Gis.Geometries.Polygon,786,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.5453,4770.5090715235
Geocortex.Gis.Geometries.Polygon,787,,Peninsula Sandstone Fynbos,FFs9, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 9  Peninsula Sandstone Fynbos,219.3397,Descriptions\FFs_9_2006.docx, ,01 01 009,136.928,153647.416041811
Geocortex.Gis.Geometries.Polygon,788,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM12,City of Cape Town (2011),20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.0009,334.36006627627
Geocortex.Gis.Geometries.Polygon,789,,Eastern Ruens Shale Renosterveld,FRs13, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 13  Eastern Ruens Shale Renosterveld,2772.0479,Descriptions\FRs13_2006.docx, ,01 12 013,0.7138,4351.68746711292
Geocortex.Gis.Geometries.Polygon,790,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,3.8825,9507.77536885085
Geocortex.Gis.Geometries.Polygon,791,,Cape Flats Dune Strandveld,FS6, ,West Strandveld Bioregion,Fynbos,VM12,City of Cape Town (2011),24,F,FS,Western Strandveld,F11,FS 6  Cape Flats Dune Strandveld,400.9001,Descriptions\FS_6_2006.docx, ,01 19 006,0.7253,5918.5181016049
Geocortex.Gis.Geometries.Polygon,792,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1314,1578.36305880891
Geocortex.Gis.Geometries.Polygon,793,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.2137,2428.52372931065
Geocortex.Gis.Geometries.Polygon,794,,Peninsula Granite Fynbos,FFg3, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFg,Granite Fynbos,F02,FFg 3  Peninsula Granite Fynbos,92.2711,Descriptions\FFg_3_2006.docx, ,01 08 003,0.6756,5143.77416067626
Geocortex.Gis.Geometries.Polygon,795,,Groot Brak Dune Strandveld,FS9, ,South Strandveld Bioregion,Fynbos,VM06,VegMap 2006,36,F,FS,Western Strandveld,F12,FS 9  Groot Brak Dune Strandveld,202.8738,Descriptions\FS_9_2006.docx, ,01 19 009,0.1546,3753.22041789856
Geocortex.Gis.Geometries.Polygon,796,,Boland Granite Fynbos,FFg2, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFg,Granite Fynbos,F02,FFg 2  Boland Granite Fynbos,521.6306,Descriptions\FFg_2_2006.docx, ,01 08 002,2.4423,16128.7863953388
Geocortex.Gis.Geometries.Polygon,797,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0765,1055.462970311
Geocortex.Gis.Geometries.Polygon,798,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM06,VegMap 2006,20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,3.1663,33823.2212514017
Geocortex.Gis.Geometries.Polygon,799,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,2.0094,7313.70687535192
Geocortex.Gis.Geometries.Polygon,800,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.9558,6756.48144039224
Geocortex.Gis.Geometries.Polygon,801,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,2.3968,7266.54541096452
Geocortex.Gis.Geometries.Polygon,802,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,78.6012,87643.6102958779
Geocortex.Gis.Geometries.Polygon,803,,Kogelberg Sandstone Fynbos,FFs11, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 11  Kogelberg Sandstone Fynbos,914.8209,Descriptions\FFs11_2006.docx, ,01 01 011,0.3058,3018.78840927371
Geocortex.Gis.Geometries.Polygon,804,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0761,1021.09570202178
Geocortex.Gis.Geometries.Polygon,805,,Western Coastal Shale Band Vegetation,FFb2, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFb,Shale Band Vegetation,F02,FFb 2  Western Coastal Shale Band Vegetation,134.5109,Descriptions\FFb_2_2006.docx, ,01 05 002,1.7668,30094.776684805
Geocortex.Gis.Geometries.Polygon,806,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0536,865.09915702934
Geocortex.Gis.Geometries.Polygon,807,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.112,1264.83915087954
Geocortex.Gis.Geometries.Polygon,808,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.1621,1772.88602377495
Geocortex.Gis.Geometries.Polygon,809,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.076,1011.14227258121
Geocortex.Gis.Geometries.Polygon,810,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0831,1133.4295604914
Geocortex.Gis.Geometries.Polygon,811,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1002,1170.05303081027
Geocortex.Gis.Geometries.Polygon,812,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0706,970.96270457034
Geocortex.Gis.Geometries.Polygon,813,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1783,1545.28980140056
Geocortex.Gis.Geometries.Polygon,814,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1997,1720.80610824112
Geocortex.Gis.Geometries.Polygon,815,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM12,City of Cape Town (2011),20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.267,5987.85356190364
Geocortex.Gis.Geometries.Polygon,816,,Cape Lowland Freshwater Wetlands,AZf1, ,Freshwater Wetlands,Azonal Vegetation,VM12,City of Cape Town (2011),24,AZ,AZf,Freshwater Wetlands,AZf,AZf 1  Cape Lowland Freshwater Wetlands,331.9622,Descriptions\AZf_1_2006.docx, ,10 04 001,0.2425,3877.73129637522
Geocortex.Gis.Geometries.Polygon,817,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.3073,3248.17009341573
Geocortex.Gis.Geometries.Polygon,818,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.234,2186.4024297467
Geocortex.Gis.Geometries.Polygon,819,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.2683,2456.40881590038
Geocortex.Gis.Geometries.Polygon,820,,Overberg Sandstone Fynbos,FFs12, ,Southwest Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F02,FFs 12  Overberg Sandstone Fynbos,1169.4725,Descriptions\FFs12_2006.docx, ,01 01 012,86.5839,93480.5806650755
Geocortex.Gis.Geometries.Polygon,821,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0961,1188.80349697426
Geocortex.Gis.Geometries.Polygon,822,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.0654,948.06778509608
Geocortex.Gis.Geometries.Polygon,823,,Mossel Bay Shale Renosterveld,FRs14, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 14  Mossel Bay Shale Renosterveld,796.4453,Descriptions\FRs14_2006.docx, ,01 12 014,2.3454,12269.4653513006
Geocortex.Gis.Geometries.Polygon,824,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.0781,1051.22092783694
Geocortex.Gis.Geometries.Polygon,825,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0746,1018.76629238927
Geocortex.Gis.Geometries.Polygon,826,,Peninsula Sandstone Fynbos,FFs9, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 9  Peninsula Sandstone Fynbos,219.3397,Descriptions\FFs_9_2006.docx, ,01 01 009,0.108,1413.9410653612
Geocortex.Gis.Geometries.Polygon,827,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,0.9271,5492.82169775177
Geocortex.Gis.Geometries.Polygon,828,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.101,1233.86606982917
Geocortex.Gis.Geometries.Polygon,829,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.0759,996.05585599112
Geocortex.Gis.Geometries.Polygon,830,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.2283,1841.49082802568
Geocortex.Gis.Geometries.Polygon,831,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.092,1204.07592616756
Geocortex.Gis.Geometries.Polygon,832,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.3414,3106.90756779434
Geocortex.Gis.Geometries.Polygon,833,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.068,1013.33217490837
Geocortex.Gis.Geometries.Polygon,834,,Boland Granite Fynbos,FFg2, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFg,Granite Fynbos,F02,FFg 2  Boland Granite Fynbos,521.6306,Descriptions\FFg_2_2006.docx, ,01 08 002,0.5387,2965.79667596739
Geocortex.Gis.Geometries.Polygon,835,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0645,924.78752574131
Geocortex.Gis.Geometries.Polygon,836,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,6.7315,17688.0458658011
Geocortex.Gis.Geometries.Polygon,837,,Peninsula Granite Fynbos,FFg3, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFg,Granite Fynbos,F02,FFg 3  Peninsula Granite Fynbos,92.2711,Descriptions\FFg_3_2006.docx, ,01 08 003,0.0365,851.37850989757
Geocortex.Gis.Geometries.Polygon,838,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.089,1231.61381504798
Geocortex.Gis.Geometries.Polygon,839,,Hangklip Sand Fynbos,FFd6, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFd,Sand Fynbos,F02,FFd 6  Hangklip Sand Fynbos,88.9794,Descriptions\FFd_6_2006.docx, ,01 03 006,0.2077,2137.30728306496
Geocortex.Gis.Geometries.Polygon,840,,North Langeberg Sandstone Fynbos,FFs15, ,Southern Fynbos Bioregion,Fynbos,VM06,VegMap 2006,30,F,FFs,Sandstone Fynbos,F03,FFs 15  North Langeberg Sandstone Fynbos,1028.6913,Descriptions\FFs15_2006.docx, ,01 01 015,16.4482,35015.3188975006
Geocortex.Gis.Geometries.Polygon,841,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.0729,1018.02940392636
Geocortex.Gis.Geometries.Polygon,842,,Mossel Bay Shale Renosterveld,FRs14, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 14  Mossel Bay Shale Renosterveld,796.4453,Descriptions\FRs14_2006.docx, ,01 12 014,0.4671,2956.64804857335
Geocortex.Gis.Geometries.Polygon,843,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,1.115,4171.21543759046
Geocortex.Gis.Geometries.Polygon,844,,Albertinia Sand Fynbos,FFd9, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFd,Sand Fynbos,F04,FFd 9  Albertinia Sand Fynbos,708.221,Descriptions\FFd_9_2006.docx, ,01 03 009,1.6714,6196.01336957762
Geocortex.Gis.Geometries.Polygon,845,,Peninsula Sandstone Fynbos,FFs9, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFs,Sandstone Fynbos,F02,FFs 9  Peninsula Sandstone Fynbos,219.3397,Descriptions\FFs_9_2006.docx, ,01 01 009,0.1317,2157.70993418731
Geocortex.Gis.Geometries.Polygon,846,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.0526,851.9622944432
Geocortex.Gis.Geometries.Polygon,847,,Ruens Silcrete Renosterveld,FRc2, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRc,Silcrete Renosterveld,F08,FRc 2  Ruens Silcrete Renosterveld,209.8552,Descriptions\FRc_2_2006.docx, ,01 17 002,0.1601,1580.72487405823
Geocortex.Gis.Geometries.Polygon,848,,Central Coastal Shale Band Vegetation,FFb4, ,Southern Fynbos Bioregion,Fynbos,VM06,VegMap 2006,27,F,FFb,Shale Band Vegetation,F03,FFb 4  Central Coastal Shale Band Vegetation,68.6787,Descriptions\FFb_4_2006.docx, ,01 05 004,0.4438,4505.79233230689
Geocortex.Gis.Geometries.Polygon,849,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.4285,3452.61707264212
Geocortex.Gis.Geometries.Polygon,850,,Peninsula Granite Fynbos,FFg3, ,Southwest Fynbos Bioregion,Fynbos,VM12,City of Cape Town (2011),30,F,FFg,Granite Fynbos,F02,FFg 3  Peninsula Granite Fynbos,92.2711,Descriptions\FFg_3_2006.docx, ,01 08 003,0.0027,276.91345361477
Geocortex.Gis.Geometries.Polygon,851,,Cape Seashore Vegetation,AZd3, ,Seashore Vegetation,Azonal Vegetation,VM12,City of Cape Town (2011),20,AZ,AZd,Seashore Vegetation,AZd,AZd 3  Cape Seashore Vegetation,243.5824,Descriptions\AZd_3_2006.docx, ,10 02 003,0.0767,2191.31887462064
Geocortex.Gis.Geometries.Polygon,852,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,0.3589,2631.80190349029
Geocortex.Gis.Geometries.Polygon,853,,Canca Limestone Fynbos,FFl3, ,South Coast Fynbos Bioregion,Fynbos,VM06,VegMap 2006,32,F,FFl,Limestone Fynbos,F04,FFl 3  Canca Limestone Fynbos,1122.9582,Descriptions\FFl_3_2006.docx, ,01 11 003,64.894,86586.5264041034
Geocortex.Gis.Geometries.Polygon,854,,Mossel Bay Shale Renosterveld,FRs14, ,East Coast Renosterveld Bioregion,Fynbos,VM06,VegMap 2006,27,F,FRs,Shale Renosterveld,F08,FRs 14  Mossel Bay Shale Renosterveld,796.4453,Descriptions\FRs14_2006.docx, ,01 12 014,36.9599,66950.4974147645
